Num,type,ra,dec,plx,e_plx,GAIAmag,e_GAIAmag,pmRA.1,pmDEC,e_pmRA,e_pmDEC,MASS,massSrc,RAD,radSrc,TEFF,TeffSrc,MH,mhSrc,LOGG,loggSrc,lum,e_lum,lumclass,Tmag,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag.1,e_gmag,rmag.1,e_rmag,imag.1,e_imag,zmag.1,e_zmag,Jmag.1,e_Jmag,Hmag.1,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,e_Tmag,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_EBV,epos_EBV,EBVflag,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_Teff,epos_Teff,TeffFlag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,VmagFlag,BmagFlag,splists,e_RA,e_DEC,RA_orig,DEC_orig,e_RA_orig,e_DEC_orig,raddflag,wdflag,objID,_RAJ2000.1,_DEJ2000.1,FG,e_FG,FBP,e_FBP,FRP,e_FRP,BP-RP,RV.1,e_RV,PM,RUWE,GamgCorr,e_GmagCorr,FGCorr,RAJ2000,DEJ2000,Dup,AG,E(BP-RP),Gaialum,B-V,objType,typeSrc,PS1,SDSSDR13,SkyMapper2,URAT1,TIC,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,APASS,KIC
485,1,54.73297848,-52.56961363,81.3958,0.0559034,12.777951,0.000507,144.971,224.482,0.0913589,0.139037,0.15295,TESS,0.183439,TESS,3000.5,GAIA DR3,-0.506,GAIA DR3,4.9285,GAIA DR3,0.0028912,0.000760633,DWARF,11.4104,16.184,0.094,14.366,0.114,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,9.688,0.026,9.109,0.024,8.799,0.023,8.582,0.023,8.401,0.02,8.231,0.018,8.103,0.184,0.00737658,12.2813,0.0085,0,0,36,0.000564465,,,0.01830886,0,0,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,0.0085,0.0085,bj2018,#NUM!,#NUM!,cdwrf,14.6397,0.002912,11.5169,0.001607,1,cdwrf,apassdr9,cooldwarfs_v8,1.57993984,2.155901239,54.73400544,-52.56864712,0.042924368,0.059735781,1,0,522313456,03 38 55.9143782761,-52 34 10.612271075,267.561,1.229,145800,81.461,19481,47.14,199350,138.3,3.115671,,,12.777951,0.002821,145800,54.73297658,-52.56961452,0,0.1423,0.0845,,1.818,STAR,tmgaia2,,,502410490,,206402318,,,188-003584,03385590-5234107,,J033856.07-523408.2,24707001,
486,1,209.5673807,-12.04973475,57.9407,0.0905991,12.8976,0.000887,-338.009,43.1051,0.174011,0.138067,0.206814,TESS,0.236893,TESS,3146,TESS,,,5.00454,TESS,0.004952609,0.001293401,DWARF,11.5184,16.183,0.035,14.486,0.034,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,9.728,0.021,9.174,0.021,8.887,0.02,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,0.00740428,17.2505,0.02715,0,0,68,0.02159476,,,0,0,0,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,0.0271,0.0272,bj2018,#NUM!,#NUM!,cdwrf,14.7,0.004083,11.6215,0.001735,1,cdwrf,apassdr9,cooldwarfs_v8,2.713496229,2.140986686,209.5658926,-12.04954916,0.085438901,0.063711927,1,0,879851673,13 58 16.1711422170,-12 02 59.040042949,340.487,1.3,133330,100.1,18468,52.327,181200,190.64,3.069987,,,12.875044,0.002873,133330,209.5673798,-12.04973335,0,0.32,0.194,,1.697,STAR,tmgaia2,9.35E+16,,,390071017,335741002,,,390-059984,13581621-1202591,,,6196211,
487,1,265.6731558,75.62188194,64.1956,0.0673039,12.8537,0.001079,513.371,211.119,0.108666,0.145278,0.191696,TESS,0.222457,TESS,3135,TESS,,,5.02619,TESS,0.004306625,0.001126796,DWARF,11.4694,16.116,0.054,14.325,0.028,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,9.68,0.021,9.117,0.017,8.824,0.019,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,0.00761912,15.5704,0.0164,0,0,67,0.02015749,,,0.03074039,0,0,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,0.0164,0.0164,bj2018,#NUM!,#NUM!,cdwrf,14.6767,0.00444,11.5743,0.002602,1,cdwrf,apassdr9,cooldwarfs_v8,2.13273946,2.253132365,265.6820571,75.62279109,0.057427813,0.077211933,1,0,174943004,17 42 41.5558791469,+75 37 18.774447105,555.432,1.403,138030,104.14,18718,74.589,188350,277.62,3.097409,,,12.837471,0.002875,138030,265.6731495,75.62188179,0,0.279,0.1713,,1.791,STAR,tmgaia2,1.99E+17,,,829066165,441803471,,,,17424147+7537187,,,60603789,
488,1,332.5549683,-71.7683853,51.6409,0.0838782,13.0518,0.000811,512.223,-205.785,0.125818,0.14685,0.209582,TESS,0.239498,TESS,3197,TESS,,,5.00082,TESS,0.005398449,0.001393513,DWARF,11.7012,16.115,0.073,14.449,0.032,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,9.983,0.024,9.424,0.026,9.109,0.021,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,0.00764309,19.3537,0.03165,0,0,105,0.01655677,,,0.007858553,0,0,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,0.0316,0.0317,bj2018,#NUM!,#NUM!,cdwrf,14.7665,0.003496,11.7957,0.002691,1,cdwrf,apassdr9,cooldwarfs_v8,2.407945357,2.277308131,332.5620175,-71.76927144,0.066079027,0.071831011,1,0,1719037808,22 10 13.1923558158,-71 46 06.194450705,551.855,3.155,115920,67.522,17312,52.416,154140,199.31,2.964562,,,13.026958,0.002827,115920,332.5549681,-71.76838735,0,0.1377,0.084,,1.666,STAR,tmgaia2,,,486507911,,318606698,,,092-074445,22101326-7146064,,,34514149,
489,1,342.2274483,18.33304777,52.9142,0.0993115,13.013601,0.000786,-21.5227,-128.498,0.155995,0.130431,0.203383,TESS,0.233648,TESS,3116.8,GAIA DR3,-0.1112,GAIA DR3,5.0205,GAIA DR3,0.005093093,0.001312991,DWARF,11.6817,16.11,0.055,14.541,0.04,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,9.957,0.021,9.388,0.02,9.119,0.017,8.949,0.022,8.772,0.02,8.6,0.024,8.911,0.456,0.00735296,18.8883,0.0357,0,0,63,0.02899796,,,0.005620216,0,0,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,0.0356,0.0358,bj2018,#NUM!,#NUM!,cdwrf,14.7629,0.003109,11.7774,0.001472,1,cdwrf,apassdr9,cooldwarfs_v8,2.450610788,2.022898436,342.2273507,18.33249451,0.083197455,0.070185753,1,0,488114500,22 48 54.5879092289,+18 19 58.969856509,130.213,1.418,117360,70.858,17332,37.202,156650,117.1,2.980848,,,13.013601,0.002832,117360,342.2274496,18.33304718,0,0.196,0.1205,,1.569,STAR,tmgaia2,1.30E+17,1.24E+18,,542637123,435820159,,,542-145790,22485459+1819592,,J224854.57+181957.5,44821523,
490,1,207.2025271,4.100646335,61.1599,0.0985657,12.840784,0.000959,-1.20081,-179.816,0.153145,0.122941,0.196032,TESS,0.226636,TESS,3155,TESS,0.007504,I/349/starhorse,5.01974,TESS,0.004585112,0.001193897,DWARF,11.4848,16.102,0.083,14.401,0.016,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,9.755,0.023,9.162,0.022,8.882,0.019,8.695,0.023,8.505,0.02,8.332,0.021,8.143,0.186,0.00741427,16.3429,0.02655,0,0,35,0.03187525,,,0.006131258,0,0,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,bj2018,#NUM!,#NUM!,cdwrf,14.6459,0.004394,11.5863,0.00178,1,cdwrf,apassdr9,cooldwarfs_v8,2.37641716,1.906809152,207.2025219,4.099872128,0.073907705,0.068301141,1,0,149670819,13 48 48.6060035669,+04 06 02.334496624,180.332,1.552,137600,70.162,19205,33.012,186750,109.84,3.060242,,,12.840784,0.00281,137600,207.202525,4.100648471,0,0.328,0.2045,,1.701,STAR,tmgaia2,1.13E+17,1.24E+18,,471140280,392926945,,,471-048882,13484861+0406022,,J134848.60+040600.4,37637755,
491,1,129.3759107,3.562750147,52.8168,0.0756113,12.900237,0.00041,61.7151,-175.777,0.123633,0.0816206,0.218511,TESS,0.247826,TESS,3205,TESS,-0.259909,III/284/allstars,4.98925,TESS,0.005838491,0.001501569,DWARF,11.572,16.099,0.025,14.346,0.02,17.9461,0.0121841,15.3156,0.00377159,13.7894,0.00884441,12.4403,0.00091222,11.7346,0.0031931,9.853,0.024,9.248,0.022,8.973,0.019,8.781,0.023,8.639,0.02,8.464,0.025,7.924,0.23,0.00733322,18.9231,0.0273,0,0,79,0.01271287,,,0.005062696,0,0,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,bj2018,#NUM!,#NUM!,cdwrf,14.6186,0.00287,11.6652,0.001355,1,cdwrf,apassdr9,cooldwarfs_v8,1.918125915,1.265847696,129.3761769,3.561993329,0.058367214,0.042936533,1,0,134660918,08 37 30.2183434985,+03 33 45.899249231,186.277,1.168,130270,59.919,19855,32.277,173760,119.41,2.945866,,,12.900237,0.0028,130270,129.3759098,3.562749791,0,0.0715,0.038,,1.753,STAR,tmgaia2,,1.24E+18,77640836,468110107,432009594,,,468-040412,08373021+0333458,1.24E+18,J083730.26+033344.0,37577795,
492,1,35.56070702,45.70030001,59.9161,0.107593,12.8868,0.000892,336.664,12.2634,0.144027,0.151819,0.185967,TESS,0.216884,TESS,3215,TESS,,,5.03505,TESS,0.004527658,0.001163848,DWARF,11.5524,16.083,0.137,14.354,0.057,17.8277,0.0142557,15.8873,0.00648237,13.8358,0.00190738,12.2733,0.000745059,11.5106,0.00339714,9.904,0.023,9.315,0.03,9.038,0.021,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,0.00744184,16.682,0.0302,0,0,166,0.197852,,,0.007153339,0,0,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,0.0301,0.0303,bj2018,#NUM!,#NUM!,cdwrf,14.5766,0.00299,11.644,0.001926,1,cdwrf,apassdr9,cooldwarfs_v8,2.424159623,2.354357061,35.56278248,45.70035283,0.088852011,0.073978489,1,0,32686073,02 22 14.5695059499,+45 42 01.080891314,336.988,1.352,134750,105,20595,44.267,178240,200.93,2.933724,,,12.863563,0.002882,134750,35.56070627,45.70030025,0,0.3075,0.197,,1.729,STAR,tmgaia2,1.63E+17,1.24E+18,,679047665,409529230,,,679-012762,02221455+4542011,1.24E+18,,53410125,
493,1,214.9446715,31.61770171,52.6147,0.0666325,12.962024,0.000532,99.5276,-25.1582,0.120751,0.115753,0.200811,TESS,0.231205,TESS,3224,TESS,-0.166928,I/349/starhorse,5.01286,TESS,0.005203185,0.001330146,DWARF,11.6489,16.082,0.011,14.292,0.047,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,10.007,0.021,9.415,0.022,9.158,0.017,8.906,0.022,8.708,0.019,8.545,0.022,8.366,0.199,0.0073913,18.9957,0.0242,0,0,33,0.1234321,,,0.007073778,0,0,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,0.0242,0.0242,bj2018,#NUM!,#NUM!,cdwrf,14.6518,0.002516,11.7389,0.001688,1,cdwrf,apassdr9,cooldwarfs_v8,1.945708957,1.794915192,214.9451747,31.61759339,0.043791989,0.051664053,1,0,151206969,14 19 46.7214751417,+31 37 03.730691144,102.492,1.32,123070,59.779,19275,47.162,162720,126.13,2.906798,,,12.962024,0.002805,123070,214.9446728,31.61770297,0,0.1117,0.0645,,1.79,STAR,tmgaia2,1.46E+17,1.24E+18,,609196615,43213933,,,609-049638,14194671+3137037,,J141946.78+313703.6,48566150,
494,1,139.8293025,38.52315101,51.7026,0.0703184,13.169245,0.000597,-239.192,-1.29112,0.0902741,0.0810441,0.205261,TESS,0.235427,TESS,3141,TESS,-0.056456,I/349/starhorse,5.00666,TESS,0.004860478,0.001277844,DWARF,11.8017,16.077,0.107,13.969,0.041,17.8825,0.0130721,15.8402,0.0038314,15.5251,0.0110331,12.4729,0.00359988,11.8882,0.00322312,10.048,0.02,9.439,0.029,9.15,0.026,8.053,0.014,7.76,0.012,8.128,0.023,7.935,0.203,0.00735508,19.3306,0.02645,0,0,41,0.9618023,,,0.004580332,0,0,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,bj2018,#NUM!,#NUM!,cdwrf,14.994,0.002964,11.9054,0.001486,1,cdwrf,apassdr9,cooldwarfs_v8,1.483093427,1.256811982,139.8279861,38.52314546,0.050901254,0.039739745,1,0,137512544,09 19 19.0323105596,+38 31 23.342841555,238.977,1.26,101680,51.554,13978,39.154,138710,129.48,3.082328,,,13.169245,0.00281,101680,139.8293013,38.52315079,0,0.3105,0.1867,,2.108,STAR,tmgaia2,1.54E+17,1.24E+18,,643185472,355175840,,,643-046733,09191904+3831233,1.24E+18,J091918.80+383122.5,50338237,
495,1,326.8227262,-4.744637825,86.7899,0.0960249,12.605769,0.000763,257.132,5.46122,0.119997,0.118242,0.164271,TESS,0.195186,TESS,3085,TESS,0.046055,I/349/starhorse,5.07273,TESS,0.003108943,0.000826392,DWARF,11.2098,16.074,0.077,14.28,0.029,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,9.416,0.022,8.84,0.025,8.501,0.023,8.3,0.023,8.13,0.02,7.968,0.02,7.977,0.221,0.00747976,11.5183,0.01285,0,0,62,0.00582568,,,0.008869856,0,0,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,0.0129,0.0128,bj2018,#NUM!,#NUM!,cdwrf,14.5342,0.004056,11.3233,0.00208,1,cdwrf,apassdr9,cooldwarfs_v8,1.863054657,1.833908114,326.8238371,-4.744614312,0.074888002,0.065136335,1,0,1716860250,21 47 17.4544363021,-04 44 40.695281971,257.05,1.387,170860,110.79,21797,68.978,238470,226.55,3.188276,,,12.605769,0.002844,170860,326.8227268,-4.744637578,0,0.122,0.076,,1.794,STAR,tmgaia2,1.02E+17,1.24E+18,5313472,427480206,24352777,,,427-122653,21471744-0444406,,J214717.63-044440.6,2632661,
496,WD,101.8422957,2.519142825,55.2516,0.0468742,15.599,0.000706,-412.139,24.8845,0.0807462,0.0715228,,,,,7365.81,GAIA,,,,,,,DWARF,15.3419,16.068,0.137,15.663,0.469,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,14.868,0.045,14.757,0.069,14.576,0.103,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,0.0061,18.0895,0.01545,0,0,0,,,,,0,0,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,0.0154,0.0155,bj2018,#NUM!,#NUM!,,15.7553,0.003742,15.2659,0.004649,1,ucac4,apassdr9,,1.25256146,1.109294858,101.8405195,2.519249968,0.041655482,0.039160994,1,1,114424674,06 47 22.1508575926,+02 31 08.914947270,412.781,1.065,10983,6.4461,6756,12.101,6222,13.331,0.501322,,,15.585516,0.002828,10983,101.8422952,2.519143041,0,0.295,0.199,,0.405,STAR,tmgaia2,1.11E+17,,,463057234,234222721,,,463-022945,06472215+0231088,,,36648934,
497,1,253.2061264,63.07744393,65.667,0.059022,12.757077,0.000647,147.235,152.932,0.108399,0.140979,0.193413,TESS,0.224115,TESS,3056,GAIA DR3,-0.0193,GAIA DR3,5.016,GAIA DR3,0.004260581,0.001125123,DWARF,11.3752,16.032,0.073,14.38,0.029,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,9.592,0.023,9.028,0.028,8.756,0.024,8.553,0.022,8.35,0.02,8.2,0.019,7.955,0.113,0.00756708,15.2216,0.01375,0,0,59,0.01235819,,,0.03253368,0,0,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,0.0137,0.0138,bj2018,#NUM!,#NUM!,cdwrf,14.6294,0.003394,11.4836,0.002428,1,cdwrf,apassdr9,cooldwarfs_v8,1.971998689,2.18602477,253.2075265,63.0781024,0.04893953,0.060964742,1,0,164289673,16 52 49.4700514755,+63 04 38.799066418,212.335,1.461,148630,99.979,19592,43.885,204540,151.36,3.137388,,,12.757077,0.00285,148630,253.2061252,63.07744419,0,,,,1.652,STAR,tmgaia2,1.84E+17,,,766224562,289589923,,,766-048302,16524947+6304389,,J165249.68+630440.4,59244224,
498,1,170.4809099,26.83084159,51.8751,0.0765469,12.9427,0.000874,-300.497,-130.094,0.127893,0.137064,0.207308,TESS,0.237359,TESS,3232,TESS,,,5.00387,TESS,0.005538492,0.001411306,DWARF,11.6182,16.028,0.129,14.321,0.031,17.5511,0.0124271,15.8302,0.00524548,13.8615,0.00229114,12.3273,0.000595253,13.1376,0.0121882,9.931,0.023,9.367,0.018,9.122,0.015,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,0.00748701,19.2664,0.0286,0,0,28,0.000945703,,,0.005583605,0,0,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,0.0286,0.0286,bj2018,#NUM!,#NUM!,cdwrf,14.6048,0.003903,11.7071,0.002112,1,cdwrf,apassdr9,cooldwarfs_v8,2.039091712,2.1252564,170.47946,26.83028147,0.068292015,0.056995664,1,0,143083969,11 21 55.4181739337,+26 49 51.026694002,327.203,1.386,127600,95.378,20178,50.982,167590,197.87,2.88903,,,12.922742,0.002872,127600,170.4809091,26.83084075,0,0.0263,0.0132,,1.707,STAR,tmgaia2,1.40E+17,1.24E+18,,585176032,230056284,,,585-046752,11215542+2649511,1.24E+18,,46811015,
499,1,291.5067673,24.43808887,53.8682,0.0517327,12.750064,0.000449,182.167,97.5975,0.0746866,0.0850383,0.240621,TESS,0.268032,TESS,3160,TESS,0.24902,I/349/starhorse,4.96303,TESS,0.006453813,0.001676457,DWARF,11.3931,16.008,0.161,14.3,0.017,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,9.625,0.02,9.028,0.021,8.729,0.018,8.556,0.023,8.399,0.02,8.241,0.02,8.019,0.221,0.00733218,18.5539,0.01795,0,0,3447,0.4123939,,,0.006714249,0,0,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,bj2018,#NUM!,#NUM!,cdwrf,14.5421,0.003014,11.4938,0.001347,1,cdwrf,apassdr9,cooldwarfs_v8,1.18486859,1.318685228,291.5076288,24.43850908,0.030465888,0.039495057,1,0,284320581,19 26 01.6243505787,+24 26 17.117782953,206.566,1.109,149600,50.89,21306,31.697,203280,128.03,3.039663,,,12.750064,0.00278,149600,291.5067681,24.43808827,1,,,,1.708,STAR,tmgaia2,1.37E+17,,,573367099,110553661,,,573-088098,19260160+2426170,,J192601.76+242618.1,45654906,
500,1,241.2119096,39.15997762,69.4293,0.060158,12.8691,0.000447,-562.815,42.2133,0.0925067,0.111989,0.151948,TESS,0.182385,TESS,3226,TESS,,,5.09778,TESS,0.003245865,0.000829163,DWARF,11.5403,16.006,0.014,14.206,0.042,17.4534,0.0125298,15.6485,0.00418653,15.477,0.011265,14.6602,0.0109423,13.4372,0.0118591,9.903,0.021,9.453,0.021,9.159,0.017,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,0.00729667,14.3971,0.01255,0,0,68,1.888001,,,0.01092122,0,0,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,0.0125,0.0126,bj2018,#NUM!,#NUM!,cdwrf,14.5401,0.002661,11.6302,0.001104,1,cdwrf,apassdr9,cooldwarfs_v8,1.522471906,1.736690174,241.2087844,39.16015941,0.043273684,0.054669074,1,0,158419916,16 04 50.8583753030,+39 09 35.918993704,564.436,1.145,135840,69.309,21239,39.235,179540,121.31,2.908185,,,12.854803,0.00281,135840,241.2119099,39.1599775,0,0.219,0.118,,1.8,STAR,tmgaia2,1.55E+17,1.24E+18,,646219399,24089801,,,,16045093+3909359,1.24E+18,,50393884,
501,1,197.3957147,28.9851007,77.813,0.0617375,12.5984,0.000509,-338.426,-203.824,0.0770278,0.0790802,0.174075,TESS,0.205115,TESS,3143,TESS,,,5.05481,TESS,0.003698853,0.000965803,DWARF,11.2089,16.002,0.108,14.096,0.025,17.6155,0.0119337,15.3341,0.00430656,13.6155,0.00430215,15.5663,0.0140758,11.3588,0.00172337,9.476,0.027,8.912,0.031,8.612,0.019,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,0.00732824,12.8466,0.01025,0,0,36,0.01278526,,,0.01045392,0,0,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,bj2018,#NUM!,#NUM!,cdwrf,14.3969,0.003679,11.3126,0.001311,1,cdwrf,apassdr9,cooldwarfs_v8,1.233774069,1.226109423,197.394049,28.98422314,0.038675853,0.029969503,1,0,147729648,13 09 34.9717027547,+28 59 06.364897756,395.261,1.351,175610,86.435,24179,45.139,240100,175.52,3.083035,,,12.576009,0.002807,175610,197.3957154,28.98510136,1,,,,1.906,STAR,tmgaia2,1.43E+17,1.24E+18,,595190694,359185852,,,595-049864,13093495+2859065,1.24E+18,,47254053,
502,1,138.0525042,-25.91739172,52.775,0.0495135,12.569243,0.000789,104.103,-53.2239,0.0786683,0.0818414,0.234539,TESS,0.262527,TESS,3017.1,GAIA DR3,-0.7849,GAIA DR3,4.4023,GAIA DR3,0.007266046,0.001831323,DWARF,11.2897,15.98,0.062,14.152,0.069,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,9.709,0.024,9.126,0.022,8.827,0.019,8.659,0.023,8.467,0.018,8.355,0.019,8.575,0.366,0.00738519,18.938,0.0179,0,0,223,0.7276326,,,0.006611743,0,0,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,0.0179,0.0179,bj2018,#NUM!,#NUM!,cdwrf,14.1482,0.003019,11.3695,0.001651,1,ucac4,apassdr9,cooldwarfs_v8,1.251895066,1.269139942,138.0530026,-25.91762088,0.040940074,0.038963427,1,0,668806694,09 12 12.6012877443,-25 55 02.610296094,116.698,1.11,176710,107.03,30324,74.406,228260,287.34,2.782225,,,12.569243,0.002833,176710,138.0525054,-25.91739175,0,0.1993,0.1147,,1.828,STAR,tmgaia2,7.69E+16,,80585693,,38450549,,,321-057192,09121259-2555025,,J091212.68-255503.1,13460873,
503,1,158.1373868,6.502108372,51.3405,0.0795196,13.988913,0.001561,-232.024,-193.071,0.14172,0.117637,0.171717,TESS,0.202746,TESS,2927.8,GAIA DR3,-0.0021,GAIA DR3,5.0399,GAIA DR3,0.002850621,0.000779878,DWARF,12.5129,15.965,0,15.9,0.2,19.7907,0.0353636,16.8484,0.00447687,15.2047,0.00370404,13.574,0.000454371,12.1731,0.0042183,10.507,0.024,9.901,0.022,9.544,0.019,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,0.00827474,19.4669,0.03035,0,0,25,7.75E-05,,,0,0,0,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,bj2018,#NUM!,#NUM!,cdwrf,16.158,0.00852,12.6489,0.004318,1,cdwrf,apassdr9,cooldwarfs_v8,2.201196512,1.824437076,158.1363814,6.501277095,0.066225883,0.062287426,1,0,141102387,10 32 32.9730230313,+06 30 07.592468478,302.075,1.123,47795,56.29,4814,39.414,69715,170.99,3.492808,,,13.988913,0.003038,47795,158.1373876,6.502109019,0,0.39,0.26,,0.065,STAR,tmgaia2,1.16E+17,1.24E+18,,483149759,392834411,,,483-051303,10323297+0630074,1.24E+18,,39205520,
504,1,76.31011958,-47.93764704,71.3886,0.0447734,12.873695,0.000481,-66.0851,25.0774,0.0822577,0.0934915,0.166161,TESS,0.197117,TESS,3063.3,GAIA DR3,-0.2272,GAIA DR3,5.0729,GAIA DR3,0.003359853,0.000881481,DWARF,11.5045,15.96,0.071,14.823,0.149,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,9.755,0.022,9.17,0.022,8.9,0.021,8.693,0.023,8.492,0.021,8.343,0.02,8.01,0.144,0.00731762,14.0022,0.00885,0,0,63,0.04953622,,,0.01627793,0,0,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,0.0089,0.0088,bj2018,#NUM!,#NUM!,cdwrf,14.7234,0.002716,11.6102,0.001255,1,ucac4,apassdr9,cooldwarfs_v8,1.39585693,1.449998975,76.30969486,-47.93753907,0.038829561,0.050530428,1,0,534535841,05 05 14.4284259964,-47 56 15.526276904,70.447,1.297,133500,79.185,17976,33.082,182650,123.81,3.107965,,,12.873695,0.00283,133500,76.31011844,-47.93764619,0,0.0213,0.007,,1.137,STAR,tmgaia2,,,501924788,,200322593,,,211-005570,05051443-4756154,,J050514.35-475615.3,22232082,
