Num,da,RUWE,IHZ,OHZ,f_STB,a_STB,a_STB_I,a_STB_O,type,ra,dec,plx,e_plx,GAIAmag,e_GAIAmag,pmRA,pmDEC,e_pmRA,e_pmDEC,MASS,massSrc,RAD,radSrc,TEFF,TeffSrc,MH,mhSrc,LOGG,loggSrc,lum,e_lum,Tmag,e_Tmag,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,d,e_d,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_Teff,epos_Teff,gaiabp,e_gaiabp,gaiarp,e_gaiarp,_RAJ2000,_DEJ2000,FG,e_FG,FBP,e_FBP,FRP,e_FRP,BP-RP,RV,e_RV,PM,RAJ2000,DEJ2000,AG,E(BP-RP),B-V,PS1,SDSSDR13,SkyMapper2,URAT1,TIC,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,APASS,KIC
224,,,0.041696825,0.086308942,0.828333754,0.060824319,0.041696825,0.079951812,I,342.0938343,12.53622756,51.1451,0.149892,14.8513,0.000938,503.182,-13.4358,0.181412,0.143648,0.127832,TESS,0.156184,TESS,2874,TESS,,,5.15743,TESS,0.001499391,0.000419416,13.2829,0.00833916,#NUM!,#NUM!,16.65,0.2,21.1921,0.164242,17.901,0.00578731,16.2697,0.00360618,14.121,0.00282934,12.9668,0.00300517,11.193,0.022,10.601,0.02,10.232,0.017,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,19.5415,0.05765,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,17.2424,0.011621,13.4412,0.004418,22 48 22.5200599646,+12 32 10.420622608,503.534,0.943,22136,19.941,1783,15.166,33569,66.518,3.777791,,342.0938336,12.53622795,0.3247,0.2323,,1.23E+17,1.24E+18,,513636805,88650525,,,,22482247+1232105,1.24E+18,,,
227,,,0.142789781,0.288859893,0.738162288,0.197909633,0.142789781,0.253029485,I,4.060944249,19.86042548,65.7222,0.10067,10.8968,0.001059,714.507,-761.417,0.159894,0.163877,0.411951,TESS,0.418276,TESS,3256,TESS,,,4.80999,TESS,0.01771569,0.004505506,9.59962,0.00737253,#NUM!,#NUM!,11.79,0.1,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,7.875,0.019,7.322,0.018,7.087,0.023,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,15.2089,0.02345,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,12.534,0.002682,9.6858,0.001587,00 16 16.1530187091,+19 51 50.474211828,1030.668,1.591,331300,191.07,53695,76.072,439290,272.77,2.872701,,4.067304245,19.86402061,0.312,0.18,,1.32E+17,1.24E+18,,550001591,150899679,,,550-000570,00161455+1951385,,,42773970,
228,,1.538,0.111563412,0.219664329,0.776098112,0.155526689,0.111563412,0.199489966,I,12.63854593,24.81671702,66.8084,0.122898,11.240654,0.002465,203.419,-31.9153,0.23281,0.180609,0.502379,I/349/starhorse,0.253986726,Estimated,3709,GAIA,-0.505057,I/349/starhorse,4.760784,I/349/starhorse,0.010938003,,10.0662,0.0066,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,14.9618,0.0277,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,12.4456,0.008168,9.67607,0.003488,00 50 33.2509966831,+24 49 00.171848845,205.828,1.538,600740,968.64,144060,912.94,1083100,4213.3,2.78101,,12.63854582,24.8167144,,,,1.38E+17,1.24E+18,,575006239,611582941,,,,,,,,
229,,,0.040215349,0.083103742,0.830014462,0.0586642,0.040215349,0.077113051,I,354.3999358,16.36758006,72.9284,0.109961,14.0219,0.000594,361.161,-63.2028,0.173534,0.102149,0.12038,TESS,0.147785,TESS,2902,TESS,,,5.17936,TESS,0.001395549,0.000388182,12.4822,0.007596,#NUM!,#NUM!,16.1,0.2,20.2853,0.0554192,16.9502,0.00433159,15.3337,0.00395017,13.6542,0.00118573,12.1649,0.00369298,10.479,0.027,9.892,0.033,9.616,0.022,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,13.7067,0.0208,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,16.3227,0.004458,12.6324,0.002521,23 37 35.9845637638,+16 22 03.287880814,366.674,1.317,47344,28.593,4124,16.105,70602,71.247,3.674376,,354.3999357,16.36757997,0.408,0.26,,1.28E+17,1.24E+18,,532635591,426954270,,,532-145513,23373601+1622031,1.24E+18,,44860402,
230,,1.317,0.12875805,0.255382888,,,,,I,352.9690589,19.93722335,160.06,0.107913,9.043998,0.000909,553.472,20.3384,0.193429,0.142132,0.450712,I/349/starhorse,0.238,J/AJ/158/56,3585,GAIA,0.440424,I/349/starhorse,4.776067,I/349/starhorse,0.014515955,,12.6555,0.0474324,#NUM!,#NUM!,,#NUM!,16.8452,0.010603,16.6741,0.0151539,17.3096,0.0177024,18.7844,0.0619315,14.0747,0.0141982,,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,6.24654,0.00424,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,12.7139,0.002913,9.54189,0.001844,23 31 52.1738511880,+19 56 14.130398245,581.091,1.317,4543100,3077,856040,3006.2,5762500,7523,2.660946,-0.02,352.967391,19.93725844,0.4787,0.2703,,,1.24E+18,,550658112,2053578164,,,,,1.24E+18,,,
231,,,0.146997983,0.291403564,0.728999895,0.200416711,0.146997983,0.253835439,I,349.3672834,19.61307807,60.6055,0.316168,10.8319,0.000918,349.121,-121.038,0.661184,0.728123,0.342869926,Estimated,0.355792661,Estimated,3594.07,GAIA,,,,,0.018924689,,12.2604,0.0474324,#NUM!,#NUM!,12.0899,0.0459,15.7975,0.00772437,13.0276,0.00111512,11.492,0.000625372,10.1745,0.000228935,9.73516,0.000882331,,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,16.4931,0.08665,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,12.319,0.002457,9.66256,0.001338,23 17 28.1434392636,+19 36 47.216769536,375.655,28.398,863980,1427.8,164600,304.11,1098000,1032,2.651049,,349.3672643,19.61311577,0.892,0.5277,,1.32E+17,1.24E+18,,549654946,2053586891,,,,,1.24E+18,,,
232,,,0.050693855,0.103826876,0.812231275,0.073043446,0.050693855,0.095393036,I,350.9996999,28.56765966,50.3481,0.083657,14.1581,0.000514,728.188,-80.17,0.157534,0.10689,0.139255,TESS,0.168788,TESS,3051,TESS,,,5.1272,TESS,0.002224061,0.000594152,12.7191,0.00743055,#NUM!,#NUM!,15.64,0.2,19.4044,0.0267283,16.7937,0.00444088,15.1917,0.00442318,16.7038,0.0143202,12.4257,0.00410405,10.92,0.02,10.35,0.027,10.058,0.019,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,19.8504,0.0332,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,16.1253,0.003474,12.8377,0.00187,23 23 59.9278074708,+28 34 03.574602396,732.723,1.296,41835,19.972,4908,13.802,58748,36.711,3.28581,,350.9996992,28.56765961,0.39,0.2553,,1.42E+17,1.24E+18,,593642688,28472634,,,,23235980+2834037,1.24E+18,,,
233,,,0.079595311,0.161807753,0.780047363,0.112750097,0.079595311,0.145904882,I,355.7762971,36.53698314,119.711,0.116523,11.1534,0.002031,942.265,-151.392,0.301356,0.343176,0.215482,TESS,0.245012,TESS,3175,TESS,0.12,J/AJ/158/56,4.9931,TESS,0.00549597,0.001424827,9.81379,0.00755814,#NUM!,#NUM!,12.48,0.2,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,8.11,0.029,7.446,0.036,7.226,0.02,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,8.35147,0.008185,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,12.9299,0.004565,9.91299,0.002383,23 43 06.3118377182,+36 32 13.137294753,953.911,1.162,642340,562.27,93358,292.77,867260,1172,3.010641,,355.7762993,36.53698258,0.1223,0.0812,,,,,633603279,352593978,,,,23430628+3632132,,,,
234,,1.223,0.073917502,0.149867223,,,,,I,86.45974377,-27.16379244,55.9722,0.0616658,12.978797,0.000503,-74.981,201.65,0.0892669,0.09928,0.190658,TESS,0.221452,TESS,3219,TESS,-0.354017,I/349/starhorse,5.02776,TESS,0.004743925,0.001221385,11.663,0.00732385,#NUM!,#NUM!,14.76,0.2,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,9.996,0.026,9.443,0.024,9.133,0.024,8.834,0.023,8.646,0.02,8.391,0.022,7.302,0.107,17.8568,0.0198,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,14.6775,0.003754,11.7538,0.001281,05 45 50.3385545329,-27 09 49.654810949,215.28,1.223,121180,51.519,18688,37.261,160180,99.449,2.923232,,86.45974398,-27.163793,0.2857,0.163,,7.54E+16,,,,32811633,,,315-008340,05455033-2709498,,J054550.27-270947.4,,
235,,5.953,0.10389585,0.204459904,0.438753408,0.144736962,0.10389585,0.185578075,I,93.43923766,-23.86873185,67.0128,1.00897,11.461941,0.001638,-47.8326,114.894,1.54511,1.46429,0.398859,I/349/starhorse,0.235427023,Estimated,3717.95,GAIA,0.35298,I/349/starhorse,4.82542,I/349/starhorse,0.009488891,,10.1466,0.0062,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,14.9228,0.22645,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,12.8922,0.004074,10.0996,0.002136,06 13 45.4057411313,-23 52 07.573121154,130.095,5.953,489970,1701.2,97038,318.34,733430,1261.9,2.786678,,93.43919059,-23.86877031,0.53,0.2947,,,,48115311,,706618662,,,,,,,,
237,,1.306,0.053915798,0.102899039,,,,,I,107.8205095,-21.29851466,50.3199,0.0430648,13.355202,0.000333,-103.757,-64.4126,0.049669,0.0622887,0.249054,I/349/starhorse,0.093891062,Estimated,4267.03,GAIA,-0.148554,I/349/starhorse,4.992409,I/349/starhorse,0.002618424,,12.0007,0.0066,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,19.8614,0.01715,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,14.9081,0.002574,11.8623,0.013873,07 11 16.9221105471,-21 17 54.656142101,121.876,1.242,99106,32.014,15266,44.125,142780,1460.8,3.018043,,107.8205088,-21.2985156,0.278,0.122,,8.24E+16,,,,745196746,,,,,,,,
238,,1.948,0.21016331,0.419125222,0.237048029,0.280599608,0.21016331,0.351035906,I,76.70613099,-21.5845703,53.33,0.641353,10.328996,0.010382,64.8604,-13.4486,0.8123,0.880505,0.421838447,Estimated,0.63,GAIA,3493.5,GAIA,0.2,J/AJ/158/56,,,0.038580697,,9.7675,0.0173,#NUM!,#NUM!,12.2512,0.0718,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,18.7463,0.22715,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,11.4688,0.056049,8.72536,0.008524,05 06 49.4645978600,-21 35 03.283603929,65.51,1.948,1391100,1429.3,362980,3515.3,2590500,10233,2.724401,,76.70610249,-21.58424545,,,,,,23225408,,671161551,,,,,,,,
241,,1.575,0.132030412,0.2712378,0.745039014,0.184757735,0.132030412,0.237485059,I,117.4622349,-3.288668174,58.8084,0.0926101,11.551023,0.000917,-174.037,-65.4337,0.152841,0.113014,0.400264,I/349/starhorse,0.455623396,Estimated,3000.3,GAIA DR3,-0.5572,GAIA DR3,4.1885,GAIA DR3,0.015071602,,10.3647,0.0062,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,16.9961,0.02695,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,13.1889,0.006293,10.2824,0.010981,07 49 50.7706634956,-03 17 19.777554876,144.013,1.744,321340,186.67,56362,245.88,460110,10084,2.870351,,117.4615444,-3.288827099,0.444,0.2453,,1.04E+17,,,,754939563,,,,,,,,
242,,,0.074696041,0.151784041,0.784085021,0.106080512,0.074696041,0.137464983,I,119.537891,7.283737557,76.1348,0.0523548,12.2984,0.000447,-325.543,-32.0336,0.0906903,0.0586053,0.198433,TESS,0.228936,TESS,3182,TESS,,,5.01625,TESS,0.004840872,0.001278563,10.9388,0.00730943,#NUM!,#NUM!,13.87,0.2,16.9518,0.00923966,15.6057,0.00782932,15.5483,0.0123761,14.5571,0.0110522,12.8106,0.0112597,9.272,0.027,8.639,0.044,8.381,0.038,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,13.1296,0.0091,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,14.038,0.002986,11.0362,0.001194,07 58 09.0940118911,+07 17 01.453810956,327.271,1.312,229060,112.24,33666,78.791,309530,257.83,2.999414,,119.5378917,7.28373717,0.2665,0.1617,,1.17E+17,1.24E+18,,487126859,271204416,,,487-043692,07580909+0717015,1.24E+18,,,
243,,2.23,0.159724786,0.310729143,0.357183783,0.218026101,0.159724786,0.276327416,I,113.7347006,14.76495163,61.7951,0.152652,10.440346,0.004434,-72.46,-81.4997,0.238474,0.185651,0.605703,I/349/starhorse,0.327210931,Estimated,3917.33,GAIA,-0.234213,I/349/starhorse,4.667505,I/349/starhorse,0.02258941,,9.3341,0.0078,#NUM!,#NUM!,11.4648,0.0547,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,16.1751,0.0402,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,11.5011,0.020334,9.05613,0.027837,07 34 56.3295414199,+14 45 53.806624840,108.941,2.23,1255500,1395.2,348180,5217.8,2004200,39008,2.491002,29.46,113.7347064,14.7649463,,,,1.26E+17,,,524137990,761911887,,,,,,,,
244,,1.564,0.141825308,0.286514533,0.736758744,0.196197313,0.141825308,0.250569319,I,71.71534236,-11.27986104,52.8892,0.109731,11.400209,0.001629,-141.221,-42.7912,0.16228,0.174383,0.388235,I/349/starhorse,0.410924454,Estimated,3278.8,GAIA DR3,-0.1144,GAIA DR3,4.7095,GAIA DR3,0.01748527,,11.0799,0.0062,#NUM!,#NUM!,13.5259,0.0872,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,18.8972,0.0395,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,73.3458,101.567,13.5543,0.054223,10.8419,0.056527,04 46 51.6818367894,-11 16 47.509528016,147.068,2.094,242690,217.47,54972,2213.8,409560,28659,2.771086,,71.71534099,-11.27986376,,,,9.45E+16,,,,671628828,,,,,,,,
245,,,0.037305554,0.07411638,0.846197746,0.053559175,0.037305554,0.069812796,I,73.01675413,-10.97278255,61.4306,0.33784,14.15,0.000651,-395.037,-203.996,0.563259,0.503029,0.149713643,Estimated,0.092139278,Estimated,3557,GAIA,,,,,0.001217626,,12.7805,0.006,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,16.2718,0.0901,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,16.5068,0.005466,12.7428,0.003537,04 52 04.0169923154,-10 58 21.794303427,448.104,16.813,41565,43.85,3530,11.73,63804,47.094,3.733276,,73.01673747,-10.97272064,0.4273,0.2787,,9.48E+16,,24597868,396005733,671631695,,,,,,,,
246,,,0.029951429,0.062380064,0.850002631,0.044244242,0.029951429,0.058537055,I,70.09698389,-5.502258091,102.464,0.106267,14.9271,0.000793,333.113,128.15,0.174302,0.130798,0.096413,TESS,0.120633,TESS,2770,TESS,,,5.25927,TESS,0.000771873,0.000221774,13.173,0.00832773,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,10.658,0.024,9.986,0.022,9.545,0.019,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,9.75681,0.010195,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,18.0211,0.012243,13.3957,0.004383,04 40 23.2746368018,-05 30 08.125379612,358.15,1.099,20570,19.023,824,10.476,34325,57.223,4.640273,,70.09697765,-5.50225705,0.763,0.527,,1.01E+17,1.24E+18,25104294,423009190,298907057,,,,04402325-0530082,,,,
248,,,0.184333067,0.340414197,0.71354755,0.242216003,0.184333067,0.30009894,I,79.80261018,-3.073398687,57.979,0.896544,9.88988,0.004286,653.369,98.9081,2.24154,2.17988,0.40072944,Estimated,0.61,GAIA,4976,GAIA,,,,,0.032314923,,9.1318,0.0432,#NUM!,#NUM!,10.3379,0.095,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,17.2471,0.2688,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,10.1344,0.147042,8.57765,0.039078,05 19 12.6605338477,-03 04 25.738672935,713.351,0.969,18959000,2683.5,8422900,8997.8,15885000,74273,1.279452,88.42,79.80275194,-3.073816354,,,,,,,435014006,672129447,,,,,,,,
249,,1.441,0.594574862,1.106853534,0.617637874,0.69619313,0.594574862,0.797811398,I,80.65619165,2.603226619,50.3943,0.113531,7.574898,0.001796,64.4485,-180.087,0.323062,0.240304,0.77,TESS,0.836807,TESS,4784,TESS,,,4.47931,TESS,0.3304534,0.0120301,6.922,0.0068,#NUM!,#NUM!,7.8143,0.0462,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,19.8323,0.045,0.0821992,0.118635,0.0675322,0.0482467,0.0952722,0.0953288,0.0139262,0.010134,98.0497,146.912,8.0085,0.005371,6.79915,0.011351,05 22 37.4843987955,+02 36 11.649639998,193.742,1.441,17579000,3411.2,8824200,8080.4,15509000,13748,1.202919,36.3,80.65618499,2.603236035,0.441,0.161,,,1.24E+18,,464025165,713212224,,,,,,,,
250,,1.064,0.044910428,0.092839161,,,,,I,47.81448824,1.108577043,59.2031,0.111031,14.177194,0.000774,113.569,-16.8046,0.139513,0.132528,0.136439,TESS,0.165713,TESS,2896,TESS,,,5.13429,TESS,0.001740212,0.000484407,12.6597,0.00776795,#NUM!,#NUM!,16.45,0.2,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,10.682,0.022,10.128,0.025,9.755,0.019,9.535,0.023,9.311,0.02,9.077,0.035,8.66,#NUM!,16.8829,0.0319,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,16.5231,0.009833,12.8115,0.002997,03 11 15.4768543416,+01 06 30.871547731,115.062,1.064,40186,30.983,3422,19.865,60128,109.28,3.702505,,47.81448689,1.10857543,0.236,0.157,,1.09E+17,1.24E+18,76122478,456008085,328463799,,,456-004202,03111547+0106307,,J031115.55+010630.6,35514308,
251,,1.346,0.084784694,0.172253247,,,,,I,92.83334203,7.184255518,54.0812,0.0588043,12.673983,0.000646,10.1099,9.99451,0.100784,0.0890536,0.231076,TESS,0.259375,TESS,3185,TESS,,,4.97397,TESS,0.006237186,0.001614211,11.3324,0.00765475,#NUM!,#NUM!,,#NUM!,17.2814,0.00951648,15.0368,0.00303522,13.5256,0.00287138,16.2155,0.0144602,11.641,0.00395257,9.663,0.023,9.088,0.023,8.805,0.021,8.608,0.022,8.417,0.019,8.266,0.022,8.039,0.239,18.4809,0.0202,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,14.4256,0.003046,11.4291,0.002733,06 11 20.0023326977,+07 11 03.319106939,14.101,1.346,160460,119.73,23685,57.015,215880,210.46,2.990004,,92.83334305,7.184255307,0.358,0.2345,,1.17E+17,1.24E+18,,486054814,166976920,,,486-018847,06112000+0711033,1.24E+18,J061120.00+071103.4,38399178,
252,,1.227,0.10272317,0.207580736,,,,,I,84.16025818,11.29688414,87.3678,0.0866324,11.196607,0.002369,-3.52298,-60.9541,0.158314,0.139604,0.273953,TESS,0.297663,TESS,3274,TESS,,,4.92829,TESS,0.009171896,0.002333125,9.9068,0.0074336,#NUM!,#NUM!,12.577,0.027,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,8.266,0.032,7.691,0.063,7.406,0.026,7.239,0.032,7.072,0.02,6.969,0.017,6.786,0.087,11.4421,0.0114,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,12.7996,0.005403,9.9898,0.001856,05 36 38.4617665076,+11 17 48.781276157,60.929,1.227,625610,446.52,104930,270.38,813180,878.32,2.813897,,84.16025736,11.29688369,0.202,0.1235,,1.22E+17,,,507039220,436248798,,,507-012851,05363846+1117487,,J053638.45+111748.1,40495493,
253,,1.223,0.06067043,0.124474427,,,,,I,106.1436984,16.95750994,50.1288,0.0680271,13.7556,0.000825,-7.02499,-203.54,0.115493,0.101694,0.168335,TESS,0.199328,TESS,3022.3,GAIA DR3,-0.1417,GAIA DR3,5.0632,GAIA DR3,0.003183835,0.000844798,12.3526,0.00756122,#NUM!,#NUM!,15.43,0.2,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,10.521,0.022,9.965,0.023,9.639,0.016,9.424,0.024,9.243,0.02,9.093,0.037,8.904,0.519,19.9372,0.0272,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,15.7097,0.005229,12.4679,0.002387,07 04 34.4876748417,+16 57 27.031699290,203.398,1.223,59253,52.153,7261,29.046,82933,139.35,3.234982,,106.1436986,16.95750881,0.1155,0.072,,1.28E+17,,,535126402,60105117,,,535-038333,07043449+1657273,,J070434.48+165724.8,43400349,
254,,3.326,0.134831788,0.253428662,0.452758716,0.18401031,0.134831788,0.233188831,I,96.54214147,18.75754629,67.9483,0.246611,10.395799,0.008182,-84.2649,-199.028,0.670575,0.483745,0.93101,I/349/starhorse,0.206548763,Estimated,4572.52,GAIA,,,,,0.016709224,,9.2774,0.011,#NUM!,#NUM!,10.9958,0.0527,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,14.7112,0.05375,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,10.6998,0.029745,8.6296,0.016676,06 26 10.0999228017,+18 45 27.069797882,205.988,3.326,1308100,5089.4,,,,,,,96.54208301,18.75751939,,,,,,,,718116845,,,,,,,,
255,,1.184,0.063069742,0.128058705,,,,,I,82.35880752,15.57921895,58.0811,0.118203,13.260604,0.000801,-80.664,-112.936,0.14472,0.107453,0.160935,TESS,0.191757,TESS,3195,TESS,-0.153992,I/349/starhorse,5.07922,TESS,0.003452078,0.000888861,11.9397,0.00768449,#NUM!,#NUM!,14.83,0.2,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,10.252,0.022,9.683,0.02,9.418,0.017,9.149,0.025,8.897,0.021,8.675,0.03,7.775,0.214,17.2089,0.03525,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,15.0084,0.004762,12.0343,0.002815,05 29 26.1136655311,+15 34 45.190192792,138.808,1.184,93477,33.4,13811,23.398,124580,73.616,2.978679,,82.35880694,15.5792195,0.2027,0.075,,,,,528043296,302608073,,,528-014044,05292612+1534453,,J052926.05+153443.9,,
