Num,da,RUWE,IHZ,OHZ,f_STB,a_STB,a_STB_I,a_STB_O,type,ra,dec,plx,e_plx,GAIAmag,e_GAIAmag,pmRA,pmDEC,e_pmRA,e_pmDEC,MASS,massSrc,RAD,radSrc,TEFF,TeffSrc,MH,mhSrc,LOGG,loggSrc,lum,e_lum,Tmag,e_Tmag,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,d,e_d,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_Teff,epos_Teff,gaiabp,e_gaiabp,gaiarp,e_gaiarp,_RAJ2000,_DEJ2000,FG,e_FG,FBP,e_FBP,FRP,e_FRP,BP-RP,RV,e_RV,PM,RAJ2000,DEJ2000,AG,E(BP-RP),B-V,PS1,SDSSDR13,SkyMapper2,URAT1,TIC,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,APASS,KIC
256,,1.244,0.048293785,0.09937516,,,,,I,68.657636,19.1013964,58.9226,0.0712445,13.990742,0.000336,-194.546,-64.1438,0.157416,0.0792426,0.139649,TESS,0.169217,TESS,2973,TESS,0.09647,I/349/starhorse,5.12622,TESS,0.002015405,0.000549069,12.5256,0.00733047,#NUM!,#NUM!,16.43,0.2,19.4586,0.0280167,16.7794,0.00428574,15.1845,0.00368562,16.5256,0.0143271,12.2345,0.00435554,10.61,0.023,10.06,0.021,9.71,0.018,9.496,0.022,9.309,0.02,9.109,0.042,8.597,#NUM!,16.9631,0.02065,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,16.1391,0.003443,12.6593,0.00133,04 34 37.8325261870,+19 06 05.028532229,204.769,1.244,47714,19.234,4873,12.686,69170,42.574,3.470974,,68.65763553,19.10139681,0.3113,0.132,,1.31E+17,1.24E+18,,546030738,118449589,,,546-009910,04343785+1906051,1.24E+18,J043437.69+190604.4,,
257,,1.154,0.07078863,0.14471242,,,,,I,97.5424232,30.06094297,53.9887,0.0624622,13.170635,0.000593,51.1174,9.36782,0.121003,0.107605,0.190956,TESS,0.221741,TESS,3082.1,GAIA DR3,-0.1034,GAIA DR3,5.031,GAIA DR3,0.004339319,0.001131429,11.8139,0.00752547,#NUM!,#NUM!,14.931,0.137,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,10.045,0.018,9.484,0.018,9.208,0.018,9.018,0.023,8.822,0.018,8.637,0.032,8.092,0.254,18.5125,0.02155,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,14.9945,0.006774,11.9167,0.002225,06 30 10.1813861987,+30 03 39.397428771,52.087,1.154,101550,61.778,14041,44.905,138040,165.9,3.072113,,97.54242244,30.06094373,,,,1.44E+17,,,601134096,172036040,,,601-033776,06301017+3003393,,J063010.22+300339.3,,
258,,1.409,0.111953225,0.227096684,0.758478401,0.156974408,0.111953225,0.201995591,I,182.6756654,-22.21834122,53.539,0.308723,12.007519,0.000339,166.776,259.891,0.441303,0.498387,0.337536,I/349/starhorse,0.338027705,Estimated,3210.8,GAIA DR3,-0.4289,GAIA DR3,4.6786,GAIA DR3,0.010880435,,12.7231,0.006,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,18.6691,0.1084,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,15.8466,0.006312,12.6554,0.004341,12 10 42.1819704314,-22 13 09.154544216,292.145,1.409,296440,158.82,59511,90.388,368900,235.75,2.571435,,182.6757582,-22.2192096,0.0587,0.0257,,8.13E+16,,103875588,,951585516,,,,,,,,
259,,1.179,0.033378313,0.069279289,,,,,I,176.3974904,-20.35136272,51.7635,0.10259,15.504301,0.000797,148.815,68.7263,0.180959,0.110336,0.103986,TESS,0.129062,TESS,2828,TESS,0.09993,I/349/starhorse,5.23345,TESS,0.000959863,0.00027208,13.8742,0.007802,#NUM!,#NUM!,17.44,0.2,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,11.733,0.026,11.117,0.027,10.777,0.023,10.408,0.022,10.168,0.021,9.894,0.064,8.661,0.509,19.308,0.03855,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,18.2149,0.017907,14.0598,0.002872,11 45 35.3980352263,-20 21 04.904269204,163.593,1.179,11837,7.5516,711,14.026,18697,22.733,4.140921,,176.3974918,-20.3513623,0.3425,0.237,,8.36E+16,,91942620,,52217328,,,,11453539-2021049,,J114535.49-202104.1,,
260,,1.399,0.16690715,0.330931098,,,,,I,170.3607845,-20.45260938,76.3549,0.0955158,10.18051,0.000971,220.306,-129.404,0.163737,0.0977541,0.5,TESS,0.403535,TESS,3591,TESS,0.12,B/pastel/pastel,4.92528,TESS,0.02439601,0.00387049,9.1153,0.0064,#NUM!,#NUM!,11.1894,0.0469,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,13.0918,0.0165,0.0874473,0.092994,0.063707,0.0391824,0.124937,0.209761,0.00328587,0.00445511,150.132,82.4641,11.4245,0.010955,9.02929,0.004707,11 21 26.5881668368,-20 27 09.396346203,255.493,1.399,1594900,1134.1,373240,3812.4,1963700,8281,2.393397,-2.86,170.360784,-20.4526101,0.2947,0.1647,,8.35E+16,,,,901912589,,,,,,,,
264,,,0.10045794,0.202380006,0.760924884,0.140436301,0.10045794,0.180414662,I,184.6453099,-6.423117607,51.0573,0.102205,12.4151,0.000377,-378.804,-42.2839,0.218554,0.100075,0.256655,TESS,0.282387,TESS,3325,TESS,,,4.94573,TESS,0.008781136,0.002204392,11.1491,0.00729629,#NUM!,#NUM!,13.62,0.1,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,9.553,0.023,8.971,0.022,8.71,0.024,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,19.5749,0.03945,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,13.9304,0.001946,11.2233,0.00111,12 18 34.8743909775,-06 25 23.224940759,381.156,1.292,205180,106.96,37254,62.01,261760,153.62,2.707469,,184.64531,-6.423118039,0.007,0.006,,1.00E+17,,,418116776,183651173,,,418-055681,12183488-0625232,,,,
265,,,0.091733795,0.186934012,0.771721837,0.129758493,0.091733795,0.167783191,I,216.9836438,-0.375315146,57.0757,0.0646154,12.4693,0.001267,-361.504,41.6361,0.126684,0.112745,0.264703,TESS,0.289517,TESS,3135,TESS,-0.07,J/AJ/158/56,4.93748,TESS,0.007294458,0.001910555,11.0796,0.00817965,#NUM!,#NUM!,13.83,0.2,17.2587,0.00860873,15.0914,0.00376136,14.1937,0.00904611,15.3658,0.0130219,11.3132,0.00413723,9.305,0.026,8.7,0.038,8.403,0.021,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,17.5117,0.01995,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,14.2866,0.007712,11.1847,0.00411,14 27 56.0741381838,-00 22 31.135588413,363.551,1.51,195700,235.14,26827,130.46,269330,622.03,3.094926,,216.9836422,-0.375315441,0.7017,0.4115,,1.08E+17,1.24E+18,110949493,449130873,287975572,,,449-056088,14275607-0022310,1.24E+18,,,
266,,,0.089203892,0.181888155,0.773802268,0.126391126,0.089203892,0.16357836,I,216.9850003,-0.3719918,57.04,0.0691993,12.515,0.001087,-363.577,52.6298,0.135915,0.116393,0.257694,TESS,0.28331,TESS,3125,TESS,,,4.94465,TESS,0.006896339,0.001854364,11.1202,0.00788181,#NUM!,#NUM!,13.97,0.2,17.3716,0.00897415,15.1026,0.00365767,13.7467,0.00774346,11.9862,0.000937239,12.471,0.0116291,9.345,0.026,8.761,0.036,8.461,0.042,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,17.5227,0.0214,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,14.351,0.004618,11.227,0.003395,14 27 56.3996409933,-00 22 19.169242027,366.947,1.524,187960,195.85,25429,65.436,258910,353.41,3.110197,,216.9849985,-0.371991456,0.7555,0.443,,,1.24E+18,110949495,449130876,287975570,,,449-056089,14275640-0022191,1.24E+18,,,
267,,,0.273866022,0.511561067,0.675670291,0.352219651,0.273866022,0.43057328,I,190.4147608,-1.449402127,78.5233,1.38789,8.38623,0.232852,-534.318,-64.2701,2.12033,1.94022,0.500469877,Estimated,0.397942468,Estimated,4707.25,GAIA,-0.07,B/pastel/pastel,,,0.069662376,,8.2587,0.2358,#NUM!,#NUM!,8.4175,0.2483,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,12.7382,0.227,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,7.25469,0.497659,6.99284,0.559948,12 41 39.6282288151,-01 26 57.854228847,611.214,1.484,797310020,1627400,537400000,20089000,541320000,11939000,0.598546,,190.4151176,-1.449403952,,,,,1.24E+18,,,502564326,,,,,,,,
268,,2.585,0.25997464,0.501963481,0.230559172,0.342674678,0.25997464,0.425374717,I,185.1063869,0.583568482,57.2962,0.0825207,9.414559,0.000593,52.1801,-27.1273,0.187625,0.120312,0.704277,I/349/starhorse,0.51,GAIA,4051.51,GAIA,-0.03959,I/349/starhorse,4.629407,I/349/starhorse,0.060196222,,8.4745,0.006,#NUM!,#NUM!,10.1408,0.0459,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,17.4444,0.0253,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,10.218,0.002243,8.19733,0.00189,12 20 25.5307487707,+00 35 00.847322268,60.599,2.585,3229400,2520.5,1133900,4254.1,4238700,5107.3,2.022286,,185.1063781,0.583568701,,,,,1.24E+18,112227781,453124439,953324142,,,,,,,,
271,,,0.156374447,0.310675128,0.735620892,0.214496336,0.156374447,0.272618225,I,203.1858542,16.81086474,60.3012,0.112966,10.8446,0.001475,287.563,-206.787,0.268669,0.118761,0.49,TESS,0.385154,TESS,3557,TESS,-0.36,J/AJ/158/56,4.957,TESS,0.02139432,0.00360717,9.783,0.0062,#NUM!,#NUM!,11.9161,0.0463,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,16.5756,0.03125,0.100339,0.0797542,0.0332492,0.0696402,0.185299,0.162167,0.00345015,0.00376419,137.91,106.664,12.1758,0.006216,9.72882,0.003777,13 32 44.6042457013,+16 48 39.113720907,354.787,1.732,853490,398.14,188980,1027.3,1044200,2641.6,2.446551,,203.185851,16.81086492,0.1037,0.059,,,,,,1003051907,,,,,,,,
272,,1.219,0.069064283,0.141585116,,,,,I,164.6166186,-10.7751388,69.1542,0.0849589,12.75257,0.000634,-192.765,-83.8564,0.149345,0.100752,0.193752,TESS,0.224442,TESS,3035.3,GAIA DR3,-0.0033,GAIA DR3,5.0181,GAIA DR3,0.004126788,0.001094337,11.3541,0.0075011,#NUM!,#NUM!,14.44,0.1,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,9.512,0.023,8.965,0.022,8.64,0.021,8.463,0.023,8.269,0.02,8.14,0.024,7.964,0.209,14.4544,0.01785,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,14.6724,0.00428,11.4671,0.002166,10 58 27.9887062203,-10 46 30.497787024,210.472,1.219,149250,100.5,18907,51.54,208520,191.92,3.196991,,164.6166196,-10.77513827,0.51,0.3063,,9.51E+16,,92433973,397061666,148563078,,,397-050050,10582800-1046304,,J105827.84-104631.3,,
274,,,0.040422618,0.083686372,0.830324118,0.059029963,0.040422618,0.077637308,I,176.925403,0.251679898,52.9925,0.112867,14.8388,0.000848,-306.311,-100.355,0.202891,0.120763,0.12386,TESS,0.151723,TESS,2871,TESS,,,5.1689,TESS,0.001409063,0.000395767,13.2643,0.0077569,#NUM!,#NUM!,16.69,0.2,19.8773,0.0300413,17.8832,0.00585533,16.2724,0.00444717,16.9478,0.0148403,12.9224,0.00424693,11.189,0.023,10.605,0.021,10.235,0.023,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,18.8604,0.04045,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,17.2393,0.007927,13.4238,0.002998,11 47 42.0964245186,+00 15 06.046553237,322.039,1.175,22359,15.314,1754,9.6782,33913,48.2,3.806594,,176.9254018,0.251679598,0.055,0.011,,1.08E+17,1.24E+18,111800389,452117878,325273690,,,,11474209+0015061,1.24E+18,,,
277,,,0.103500147,0.208420831,0.758747484,0.144655294,0.103500147,0.18581044,I,163.0176813,13.9975847,75.4576,0.0578877,11.4748,0.000688,-1124.73,199.025,0.103316,0.0822276,0.264954,TESS,0.289739,TESS,3332,TESS,-0.375709,III/284/allstars,4.93722,TESS,0.009322419,0.00234004,10.2161,0.00729756,#NUM!,#NUM!,13.13,0.2,16.533,0.0103798,13.7223,0.00148277,12.203,0.000749149,10.8326,0.000376782,10.3686,0.00129925,8.607,0.023,8.064,0.021,7.795,0.026,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,13.2474,0.0102,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,12.9826,0.003272,10.2898,0.001101,10 52 04.2434721888,+13 59 51.304793444,1142.169,1.17,488590,286,89750,135.87,617880,597.32,2.685319,,163.0176811,13.99758466,0.1857,0.0867,,1.25E+17,1.24E+18,,520165344,63881698,,,,10520440+1359509,1.24E+18,,,
278,,,0.048361528,0.09966351,0.817450075,0.070109422,0.048361528,0.091857315,I,184.7474997,11.12604729,154.508,0.110788,11.9366,0.000869,-1269.93,203.617,0.191519,0.117331,0.142493,TESS,0.172298,TESS,2948,TESS,0.14,J/AJ/158/56,5.1193,TESS,0.002020064,0.000560341,10.4329,0.00741995,#NUM!,#NUM!,14.44,0.2,16.7115,0.00798568,15.0134,0.0038573,13.4262,0.00373298,15.3629,0.0136076,10.7802,0.00141188,8.525,0.027,7.88,0.029,7.57,0.031,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,6.47096,0.004675,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,14.1206,0.003161,10.5731,0.001823,12 18 59.3997287457,+11 07 33.773236317,1285.966,1.398,319520,201.73,31277,91.998,470190,433.09,3.533261,,184.7474989,11.12604812,0.2288,0.1587,,1.21E+17,1.24E+18,,506161901,389356212,,,506-054032,12185939+1107338,1.24E+18,,,
279,,1.158,0.044778499,0.092400963,,,,,I,171.2219429,13.381362,52.6894,0.112227,14.493301,0.000689,-26.0922,-106.033,0.149532,0.135775,0.132978,TESS,0.161905,TESS,2926,TESS,-0.005485,I/349/starhorse,5.14333,TESS,0.001731062,0.000478231,12.9911,0.0075178,#NUM!,#NUM!,16.5,0.2,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,11.043,0.022,10.384,0.021,10.07,0.02,9.841,0.021,9.666,0.02,9.483,0.045,8.173,#NUM!,18.9689,0.04065,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,16.7464,0.007871,13.1348,0.002173,11 24 53.2665269928,+13 22 52.900456478,109.077,1.158,30035,23.54,2785,20.858,44412,74.528,3.597453,,171.2219439,13.38136124,0.205,0.121,,1.24E+17,1.24E+18,,517163992,67402669,,,517-052485,11245327+1322533,,J112453.24+132251.8,41770518,
280,,,0.070319378,0.143166499,0.788832064,0.100250862,0.070319378,0.130182347,I,178.2413198,24.47933503,59.5734,0.0951185,13.0617,0.000623,-315.885,79.5391,0.185386,0.11969,0.189013,TESS,0.219855,TESS,3150,TESS,,,5.03029,TESS,0.004287554,0.001114684,11.6841,0.00745522,#NUM!,#NUM!,14.73,0.2,18.1471,0.0165844,15.7945,0.00507852,14.1034,0.00341609,16.9398,0.0186813,11.8251,0.00217977,9.937,0.022,9.308,0.018,9.016,0.015,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,16.7779,0.027,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,14.8568,0.004193,11.7864,0.001973,11 52 57.9169875039,+24 28 45.603589542,325.976,1.184,114340,49.715,15913,39.6,155380,116.23,3.064762,,178.2413208,24.47933433,0.3507,0.2118,,1.37E+17,1.24E+18,,573179163,229547234,,,573-049203,11525791+2428454,1.24E+18,,,
281,,,0.03988741,0.079607719,0.84110273,0.057297947,0.03988741,0.074708484,I,185.3627275,30.64324354,83.3904,0.085262,13.3518,0.001899,-209.845,-267.245,0.117059,0.111111,0.156373563,Estimated,0.102781597,Estimated,3480.71,GAIA,,,,,0.001389283,,14.476,0.068,#NUM!,#NUM!,14.09,0.2,18.3746,0.0180983,16.2007,0.00386247,14.5217,0.00541256,12.8911,0.00117371,13.3275,0.0119726,9.987,0.057,9.44,0.061,9.116,0.037,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,11.9876,0.01235,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,0,#NUM!,0,12 21 26.7261929896,+30 38 37.634237822,317.63,1.167,79548,50.158,7833,22.244,116230,135.68,3.519035,,185.3613591,30.64378729,0.151,0.098,,1.45E+17,1.24E+18,,,357187277,,,604-048823,12212705+3038357,1.24E+18,,,
283,,0.774,0.113130528,0.231799093,,,,,I,271.5988118,-36.02321437,58.4274,0.092393,11.926581,0.000674,113.752,12.6658,0.143387,0.122643,0.296693,TESS,0.317513,TESS,3044.2,GAIA DR3,-0.7744,GAIA DR3,4.3003,GAIA DR3,0.01107488,0.002766221,10.6718,0.00774768,#NUM!,#NUM!,13.2494,0.0461,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,8.954,0.03,8.406,0.034,8.108,0.018,7.884,0.033,7.51,0.032,7.117,0.024,5.832,0.045,17.1068,0.02725,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,13.458,0.004046,10.7467,0.003017,18 06 23.7145831495,-36 01 23.569671829,114.622,0.774,319380,155.16,57778,133.94,409310,371.2,2.716366,,271.5988108,-36.0232138,,,,,,,,329574121,,,,18062369-3601237,,J180623.81-360123.1,,
285,,,0.087857527,0.178700793,0.773791058,0.124330512,0.087857527,0.160803497,I,278.8418647,-31.3949916,57.9472,0.159237,12.5142,0.000919,28.4547,-380.027,0.179874,0.159337,0.244984,TESS,0.271961,TESS,3166,TESS,,,4.95819,TESS,0.006695016,0.00174156,11.1458,0.00745621,#NUM!,#NUM!,12.45,0.2,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,9.438,0.026,8.815,0.049,8.533,0.021,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,17.2487,0.04775,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,14.2818,0.005999,11.2457,0.001949,18 35 21.5372706394,-31 23 38.322845307,383.819,0.932,430510,353.96,71478,349.98,559720,1070.7,2.825139,,278.8397386,-31.39397857,0.7105,0.402,,,,224051405,,405283117,,,294-197044,18352205-3123421,,,,
286,,1.177,0.0357466,0.074203649,,,,,I,264.1741943,-34.42949641,53.0824,0.120368,15.303811,0.000963,-122.505,-146.839,0.221899,0.160116,0.112167,TESS,0.138412,TESS,2826,TESS,0.200098,I/349/starhorse,5.20559,TESS,0.001100857,0.000313949,13.6542,0.00876638,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,11.429,0.024,10.814,0.034,10.498,0.029,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,18.8285,0.043,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,18.0419,0.03256,13.8433,0.004741,17 36 41.8060994099,-34 25 46.184475115,191.075,1.177,14237,14.006,808,9.7216,22727,44.19,4.213421,,264.1741921,-34.42949569,0.502,0.333,,6.67E+16,,154173318,,104123038,,,,17364180-3425459,,,,
287,,0.933,0.038709612,0.080279566,,,,,I,266.6694124,-32.23458402,82.9169,0.105359,13.950101,0.000625,205.391,102.975,0.169254,0.132534,0.118416,TESS,0.145552,TESS,2841.7,GAIA DR3,-0.3845,GAIA DR3,5.185,GAIA DR3,0.001291361,0.00036273,12.4058,0.00754687,#NUM!,#NUM!,15.6,0.2,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,10.35,0.024,9.739,0.025,9.381,0.023,9.184,0.026,9.065,0.025,8.815,0.099,8.07,0.443,12.0561,0.0154,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,16.394,0.009084,12.5667,0.00226,17 46 40.6585966330,-32 14 04.504387570,230.083,0.933,49534,23.728,3904,12.547,75275,52.801,3.803388,,266.6694108,-32.23458455,0.294,0.1653,,,,156776151,,111898820,,,289-130378,17464063-3214045,,J174640.83-321403.3,,
288,,0.833,0.06648181,0.134799541,,,,,I,278.5671933,-14.43756245,50.7189,0.0843399,13.563292,0.000559,236.698,91.3838,0.114705,0.101644,0.168304,TESS,0.199297,TESS,3218,TESS,-0.217146,I/349/starhorse,5.06516,TESS,0.003837429,0.000994687,12.2014,0.0078158,#NUM!,#NUM!,14.42,0.2,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,10.507,0.033,9.947,0.041,9.614,0.03,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,19.7053,0.033,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,15.2184,0.012185,12.2921,0.003089,18 34 16.1266116877,-14 26 15.222727257,253.492,0.833,69710,54.742,11152,99.104,97503,232.52,2.944777,,278.5671942,-14.43756187,0.3173,0.184,,9.07E+16,,254761576,,433309482,,,378-124295,18341610-1426154,,,6758256,
293,,1.062,0.034037302,0.07061776,,,,,I,254.1400417,-20.7771052,61.0938,0.114027,14.989168,0.000463,-194.336,-194.021,0.197683,0.107019,0.105665,TESS,0.130971,TESS,2835,TESS,0.094911,I/349/starhorse,5.22765,TESS,0.000998291,0.000282961,13.3881,0.00788337,#NUM!,#NUM!,17.47,0.2,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,11.299,0.024,10.713,0.023,10.368,0.026,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,16.3606,0.03075,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,17.6201,0.00629,13.5661,0.003383,16 56 33.6105399991,-20 46 37.573834850,275.167,1.062,19023,10.192,1238,6.712,29719,33.954,4.041578,,254.1400439,-20.77710384,0.4927,0.3203,,8.31E+16,,173469915,,197969137,,,,16563362-2046373,,,,
294,,,0.039604014,0.081830679,0.830928273,0.057792272,0.039604014,0.075980531,I,271.4360569,-14.37846823,105.564,0.143709,13.277,0.001062,-344.936,24.8856,0.212971,0.185161,0.11823,TESS,0.145341,TESS,2904,TESS,,,5.18602,TESS,0.001353498,0.000375947,11.738,0.00772592,#NUM!,#NUM!,15.64,0.2,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,9.777,0.022,9.209,0.022,8.861,0.021,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,9.47038,0.012985,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,15.572,0.003404,11.8881,0.002956,18 05 44.6535990798,-14 22 42.485359458,345.766,1.108,93943,68.561,8150,26.028,140050,161.17,3.678377,,271.4360567,-14.37846816,0.31,0.2023,,9.07E+16,,249393418,,362144730,,,379-100760,18054470-1422425,,,,
295,,1.039,0.053181635,0.109347824,,,,,I,272.2229675,-2.116265969,54.4706,0.0750491,13.835416,0.001073,191.123,63.6182,0.112406,0.109487,0.150723,TESS,0.181091,TESS,2986,GAIA DR3,-0.1616,GAIA DR3,5.0813,GAIA DR3,0.002444634,0.000662458,12.3969,0.00759489,#NUM!,#NUM!,15.69,0.2,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,10.532,0.029,9.971,0.027,9.704,0.025,9.438,0.022,9.239,0.02,9.104,0.036,9.033,0.5,18.3488,0.02545,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,15.8929,0.010988,12.5222,0.002393,18 08 53.5120326154,-02 06 58.553705589,201.505,1.039,55053,51.651,6126,32.151,78662,130.2,3.362058,,272.2229668,-2.116264918,0.346,0.2167,,1.05E+17,,275143757,440222810,250621525,,,440-076127,18085349-0206586,,J180853.63-020657.9,1702546,
